NAME,POSTCODE,STREET,PLACES
CHANJI,55108,VODACOM,
CHANJI,55108,MKUYUNI,
NTENDO,55109,LUWA,NAMWELE
NTENDO,55109,LUWA,KANDE
NTENDO,55109,LUWA,MTUKULA
NTENDO,55109,LUWA,KATUKANYEZE
NTENDO,55109,LUWA,KING'OMBE 'A'
NTENDO,55109,LUWA,MTAKUJA
NTENDO,55109,LUWA,"KINGOMBE 'B"""
NTENDO,55109,LUWA,KATECHA
NTENDO,55109,LUWA,KATANDALA
NTENDO,55109,NTENDO,KITESI
NTENDO,55109,NTENDO,GALUGILA
NTENDO,55109,NTENDO,KING'OMBE
NTENDO,55109,NTENDO,MNAZI
NTENDO,55109,NTENDO,MTUMBUKA
NTENDO,55109,NTENDO,KATETE
NTENDO,55109,NTENDO,MKUYUNI
NTENDO,55109,NTENDO,KASU
NTENDO,55109,FYENGELEZYA,KATAI
NTENDO,55109,FYENGELEZYA,ONGWE
NTENDO,55109,FYENGELEZYA,ONDOKENI
NTENDO,55109,FYENGELEZYA,KALEMASHA
NTENDO,55109,FYENGELEZYA,MTAKUJA
NTENDO,55109,KANONDO,PITO
NTENDO,55109,KANONDO,NDULUI
NTENDO,55109,KANONDO,KATI
NTENDO,55109,KANONDO,MWENGE
NTENDO,55109,KANONDO,NDULU II
SENGA,55110,SENGA,KIFIFI
SENGA,55110,SENGA,ILEMBA
SENGA,55110,SENGA,MUVA
SENGA,55110,SENGA,KALOLENI
SENGA,55110,SENGA,MTAKUJA
SENGA,55110,KANKWALE,KING'OMBE
SENGA,55110,KANKWALE,MAMBA
SENGA,55110,KANKWALE,KASISIWE
SENGA,55110,KANKWALE,KACHESE
SENGA,55110,KANKWALE,USHIRIKA
SENGA,55110,KANKWALE,LWICHE
SENGA,55110,KANKWALE,MALUMBILI
SENGA,55110,KANKWALE,UZUNGUNI
SENGA,55110,WIPANGA,WASAMBO  'A'
SENGA,55110,WIPANGA,WASAMBO  'B'
SENGA,55110,WIPANGA,KONKOLA
SENGA,55110,WIPANGA,ONDOKENI
SENGA,55110,WIPANGA,TIMBU
SENGA,55110,WIPANGA,NATOKA
MILANZI,55111,MLANDA B,TAFULA
MILANZI,55111,MLANDA B,KAFIMA
MILANZI,55111,MLANDA B,KATETE
MILANZI,55111,MLANDA B,KISA
MILANZI,55111,MLANDA B,MLIMANI
MILANZI,55111,MLANDA B,MBITA
MILANZI,55111,MLANDA B,NKOLE
MILANZI,55111,MLANDA B,KINTAKWA
MILANZI,55111,MILANZI,ILAMBILA
MILANZI,55111,MILANZI,KATETE
MILANZI,55111,MILANZI,MLANGALUA ASILI
MILANZI,55111,MILANZI,KATONGWA
MILANZI,55111,MILANZI,SENGA
MILANZI,55111,MILANZI,MISESE
MILANZI,55111,MILANZI,KILANGALA
MILANZI,55111,MILANZI,KASISIWE
MILANZI,55111,NAMBOGO,KIWELE
MILANZI,55111,NAMBOGO,WASIMBA
MILANZI,55111,NAMBOGO,MAKUTANO
MILANZI,55111,NAMBOGO,NADOFYA
MILANZI,55111,NAMBOGO,CHILUKA
MILANZI,55111,NAMBOGO,NAMATANDA
KASENSE,55112,KASENSE,TALA
KASENSE,55112,KASENSE,MWENGE
KASENSE,55112,KASENSE,NAKUPAMBA
KASENSE,55112,KASENSE,NAUPANGALA
KASENSE,55112,KASENSE,NKASHA
KASENSE,55112,KASENSE,MOMBO
KASENSE,55112,CHIPU,SESELA
KASENSE,55112,CHIPU,MSONGWA
KASENSE,55112,CHIPU,KASEKELA
KASENSE,55112,CHIPU,WINGI
KASENSE,55112,CHIPU,KATANDALA
KASENSE,55112,CHIPU,MWANGA
KASENSE,55112,CHIPU,KOPELA
KASENSE,55112,CHIPU,KAMALAWI
KASENSE,55112,MTIMBWA,KIBOLYE
KASENSE,55112,MTIMBWA,KING'OMBE
KASENSE,55112,MTIMBWA,MAJENGO
KASENSE,55112,MTIMBWA,MBALA
KASENSE,55112,MTIMBWA,KALOLE
KASENSE,55112,MTIMBWA,MAGOMENI
KASENSE,55112,MTIMBWA,KAMSISI
KASENSE,55112,MTIMBWA,TYULA
KASENSE,55112,MTIMBWA,LYACHITALA
KASENSE,55112,MTIMBWA,ILAMBILA
KASENSE,55112,MTIMBWA,NAKATETE
KASENSE,55112,MTIMBWA,MAWENI
KASENSE,55112,MTIMBWA,MAWENZUSI
KASENSE,55112,MTIMBWA,KATI
KASENSE,55112,MTIMBWA,LANDANI
KASENSE,55112,MTIMBWA,BANGWE
KASENSE,55112,MTIMBWA,DAFCO
KASENSE,55112,MTIMBWA,SENKENYA
KASENSE,55112,MTIMBWA,JANGWANI
KASENSE,55112,MTIMBWA,KATI
KASENSE,55112,MTIMBWA,NDUA
KASENSE,55112,MTIMBWA,IBONDE
KASENSE,55112,MTIMBWA,YELUSALEM
KASENSE,55112,MTIMBWA,NKOKWA
KASENSE,55112,MTIMBWA,ISESA
KASENSE,55112,MTIMBWA,MTAKUJA
KASENSE,55112,MTIMBWA,MAGOMENI
KASENSE,55112,MTIMBWA,LUSANZI
KASENSE,55112,MTIMBWA,AMANI
KASENSE,55112,MTIMBWA,NEWLAND
KASENSE,55112,MTIMBWA,UTENGULE
KASENSE,55112,MTIMBWA,TANKI
KASENSE,55112,MTIMBWA,GHALA
KASENSE,55112,MTIMBWA,BANGWE 'A'
KASENSE,55112,MTIMBWA,BANGWE 'B'
KASENSE,55112,MTIMBWA,MKASA
KASENSE,55112,MTIMBWA,MAKUKA
KASENSE,55112,MTIMBWA,CHASI
KASENSE,55112,MTIMBWA,KINAMWANGA
MOLLO,55113,MALONJE,MAWENI
MOLLO,55113,MALONJE,MAWENZUSI
MOLLO,55113,MALONJE,KATI
MOLLO,55113,MALONJE,LANDANI
MOLLO,55113,MALONJE,BANGWE
MOLLO,55113,ULINJI,DAFCO
MOLLO,55113,ULINJI,SENKENYA
MOLLO,55113,ULINJI,JANGWANI
MOLLO,55113,ULINJI,KATI
MOLLO,55113,ULINJI,NDUA
MOLLO,55113,ULINJI,IBONDE
MOLLO,55113,ISESA,YELUSALEM
MOLLO,55113,ISESA,NKOKWA
MOLLO,55113,ISESA,ISESA
MOLLO,55113,ISESA,MTAKUJA
MOLLO,55113,ISESA,MAGOMENI
MOLLO,55113,ISESA,LUSANZI
MOLLO,55113,ISESA,AMANI
MOLLO,55113,ISESA,NEWLAND
MOLLO,55113,MAWENZUSI,UTENGULE
MOLLO,55113,MAWENZUSI,TANKI
MOLLO,55113,MAWENZUSI,GHALA
MOLLO,55113,MAWENZUSI,BANGWE 'A'
MOLLO,55113,MAWENZUSI,BANGWE 'B'
MOLLO,55113,MAWENZUSI,MKASA
MOLLO,55113,MAWENZUSI,MAKUKA
MOLLO,55113,MAWENZUSI,CHASI
MOLLO,55113,MAWENZUSI,KINAMWANGA
MATANGA,55114,MATANGA,KALOLENI
MATANGA,55114,MATANGA,MKUYUNI
MATANGA,55114,MATANGA,MASOMO
MATANGA,55114,MATANGA,MALENGWA
MATANGA,55114,MATANGA,NATENE 'A'
MATANGA,55114,MATANGA,NATENE 'B'
MATANGA,55114,MATANGA,KIKOMA 'A'
MATANGA,55114,MATANGA,KIKOMA 'B'
MATANGA,55114,KISUMBA,NALILIWA
MATANGA,55114,KISUMBA,NGULUMO
MATANGA,55114,KISUMBA,MALWILO
MATANGA,55114,KISUMBA,NAKUPAMBA
MATANGA,55114,KISUMBA,MWENE KAPUFI
MATANGA,55114,KISUMBA,SUWENDA
MATANGA,55114,KISUMBA,ZAHANATI
MATANGA,55114,CHELENGANYA,KAMETENJE
MATANGA,55114,CHELENGANYA,MBULO
MATANGA,55114,CHELENGANYA,LYANGALILE
MATANGA,55114,CHELENGANYA,MAJENGO
MATANGA,55114,CHELENGANYA,SONGABELE
MATANGA,55114,CHELENGANYA,MATULA
MATANGA,55114,CHELENGANYA,MASIPA
PITO,55115,KATUMBA AZIMIO,GODAUNI
PITO,55115,KATUMBA AZIMIO,ZANZIBAR
PITO,55115,KATUMBA AZIMIO,KILOMBERO
PITO,55115,KATUMBA AZIMIO,RC
PITO,55115,KATUMBA AZIMIO,CCM
PITO,55115,KATUMBA AZIMIO,DALINI
PITO,55115,KATUMBA AZIMIO,MTAKUJA
PITO,55115,TAMASENGA,MPWITA
PITO,55115,TAMASENGA,KAFICHONI
PITO,55115,TAMASENGA,NANDEKA
PITO,55115,TAMASENGA,MICHECHE
PITO,55115,TAMASENGA,WASUKASUKA
PITO,55115,TAMASENGA,NSELWA
PITO,55115,TAMASENGA,MALGANO-NTUCHI
PITO,55115,TAMASENGA,KATECHA
PITO,55115,TAMASENGA,GALILAYA
PITO,55115,TAMASENGA,GODOWN
PITO,55115,MALAGANO,NAWIMI
PITO,55115,MALAGANO,KAMWELA
PITO,55115,MALAGANO,IPEPA
PITO,55115,MALAGANO,MIPUTU
PITO,55115,MALAGANO,MOVU
PITO,55115,MALAGANO,KAWANDO
PITO,55115,MALAGANO,LWICHE
PITO,55115,PITO,ITISWE
PITO,55115,PITO,LYANGALUA
PITO,55115,PITO,NANKA
PITO,55115,PITO,TUMBUNWE
PITO,55115,PITO,MPOTO
PITO,55115,PITO,MISHENI
MAFULALA,55116,MAFULALA,
MAFULALA,55116,K.K.K.T,
MAFULALA,55116,TANESCO,
MAFULALA,55116,SIDO,
MAFULALA,55116,MALECHELA,
MAFULALA,55116,TRANSFOMA,
MAFULALA,55116,NKANA,
MAFULALA,55116,KANISA,
MAFULALA,55116,JOLA,
MAFULALA,55116,MADUKA,
MAFULALA,55116,MOMOKA,
MAFULALA,55116,SEKONDARI,
MSUA,55117,MSUA,
MSUA,55117,MAWENI,
MSUA,55117,CHEMCHEM,
MSUA,55117,CHEMKA,
MSUA,55117,KING’OMBE,
MSUA,55117,KISIWANI,
MSUA,55117,KILIMANI,
MSUA,55117,MZEE NYANYA,
MSUA,55117,SHULE,
MSUA,55117,FR. LUKA,
MSUA,55117,KICHANGANI,
MSUA,55117,MALINGA,
MSUA,55117,MAWENI,
MOMOKA,55118,KASHAI,
MOMOKA,55118,RETCO,
MOMOKA,55118,EDENI  ‘A’,
MOMOKA,55118,EDENI  ‘B’,
MOMOKA,55118,MTAKUMBUKA,
LWICHE,55119,UTENGULE,
LWICHE,55119,LWICHE,
LWICHE,55119,SHENGETELA,
LWICHE,55119,KAUNGWA,
LWICHE,55119,MAJUMBASITA,
LWICHE,55119,KATAI,
LWICHE,55119,KAFUMBUSI,
LWICHE,55119,MAGOMENI,
LAELA,55201,MAGOMENI,LAELA
LAELA,55201,MAGOMENI,KASAKALAWE
LAELA,55201,MAGOMENI,KIVUKOMTETA
LAELA,55201,MAGOMENI,KANATONDWE
LAELA,55201,MAGOMENI,MALAMBO
LAELA,55201,MAGOMENI,POSTA
LAELA,55201,MAGOMENI,POKOPOKO
LAELA,55201,MAGOMENI,KATAMULONDO
LAELA,55201,MAGOMENI,KIPANDE
LAELA,55201,MAGOMENI,KIWANDA
LAELA,55201,MAGOMENI,KATONTO
LAELA,55201,MAGOMENI,MTUNYU
LAELA,55201,MAGOMENI,MTINDILO
LAELA,55201,MAGOMENI,CHUNYA
LAELA,55201,MAGOMENI,VUTA
LAELA,55201,MAGOMENI,MWANGA
LAELA,55201,MAGOMENI,KAMYALILE
LAELA,55201,MAGOMENI,MAPOROMOKO
LAELA,55201,MAGOMENI,NDELEMA
KAENGESA,55202,KAENGESA A,KAWALA “A”
KAENGESA,55202,KAENGESA A,KAWALA “B”
KAENGESA,55202,KAENGESA A,MAJENGO
KAENGESA,55202,KAENGESA A,KALEMASHA
KAENGESA,55202,LYAPONA,ILAMBILA
KAENGESA,55202,LYAPONA,BANGWE
KAENGESA,55202,LYAPONA,KAFUNDO
KAENGESA,55202,LYAPONA,MTAZYA
KAENGESA,55202,MKUNDA,MSOKO
KAENGESA,55202,MKUNDA,SENGA
KAENGESA,55202,MKUNDA,KIPOKO
KAENGESA,55202,MKUNDA,KAZIMWANDA
KAENGESA,55202,MKUNDA,MSISHINDWE
KAENGESA,55202,LTELA,ITELA
KAENGESA,55202,LTELA,ITETEMYA
KAENGESA,55202,LTELA,MULANONDO
KAENGESA,55202,KAENGESA B,MPONA
KAENGESA,55202,KAENGESA B,MLANDIZI
KAENGESA,55202,KAENGESA B,MAGOMENI
MPUI,55203,MPUI A,MPUI KATI
MPUI,55203,MPUI A,BUTIAMA
MPUI,55203,MPUI A,KAMNYALILE
MPUI,55203,MPUI A,MIAKASI
MPUI,55203,ILEMBO,KALEKETE
MPUI,55203,ILEMBO,ILEMBO KATI
MPUI,55203,ILEMBO,TUKUMA
MPUI,55203,ILEMBO,MANWAKALA
MPUI,55203,NTUMBI,NTUMBI KATI
MPUI,55203,NTUMBI,NKUKWA
MPUI,55203,NTUMBI,MALAPWA
MPUI,55203,NTUMBI,KUNGWE
MPUI,55203,MPUI B,MANTAKIA
MPUI,55203,MPUI B,ILALA
MPUI,55203,MPUI B,MOROGORO
MPUI,55203,MPUI B,BANGWE
MPUI,55203,MKIMA,NANKANGA
MPUI,55203,MKIMA,KASINGA
MPUI,55203,KAPEWA,KAPOKA
MPUI,55203,KAPEWA,KWELA
MPUI,55203,MTETEZI,IKOZI
MPUI,55203,MTETEZI,IVUKUTWA
SANDULULA,55204,SANDULULA,MLINGA
SANDULULA,55204,SANDULULA,MWATI
SANDULULA,55204,SANDULULA,MAWENI
SANDULULA,55204,SANDULULA,ISUKU
SANDULULA,55204,MUMBA,KAMBAUTWA
SANDULULA,55204,MUMBA,CHUNGWE
SANDULULA,55204,MUMBA,MUMBAKATI
SANDULULA,55204,JANGWANI,PANTA
SANDULULA,55204,JANGWANI,MLIMANI
SANDULULA,55204,JANGWANI,MTAKUJA
SANDULULA,55204,JANGWANI,MNADANI
SANDULULA,55204,JANGWANI,KATI
SANDULULA,55204,KALOLE,KANCHO
SANDULULA,55204,KALOLE,VISELA
SANDULULA,55204,KALOLE,KALOLE
SANDULULA,55204,KALOLE,KAMINALA
SANDULULA,55204,KALOLE,TULAMBWE
KALAMBANZITE,55205,KALAMBAZITE,NAMPUZI
KALAMBANZITE,55205,KALAMBAZITE,IPANGA
KALAMBANZITE,55205,KALAMBAZITE,NINDE
KALAMBANZITE,55205,KALAMBAZITE,KALAMBAZITE
KALAMBANZITE,55205,MLECHE,KASINGA
KALAMBANZITE,55205,MLECHE,KAPOKA
KALAMBANZITE,55205,MLECHE,KWELA
KALAMBANZITE,55205,MLECHE,IKOZI
KALAMBANZITE,55205,KILEMBO,KASAMVU
KALAMBANZITE,55205,KILEMBO,NAKUPATA
KALAMBANZITE,55205,KILEMBO,KIMBILI
KALAMBANZITE,55205,KILEMBO,ITALA
KALAMBANZITE,55205,MSHANI,KISA
KALAMBANZITE,55205,MSHANI,MAJENGO
KALAMBANZITE,55205,MSHANI,NANDEKA
KALAMBANZITE,55205,MSHANI,KALAMBO
KALAMBANZITE,55205,MLOMBO,MLOMBO
KALAMBANZITE,55205,MLOMBO,KIPOMA
KALAMBANZITE,55205,MLOMBO,MSINE
MILEPA,55206,MILEPA,MANENGWE
MILEPA,55206,MILEPA,NIWE
MILEPA,55206,MILEPA,MBULU
MILEPA,55206,MILEPA,MWILA
MILEPA,55206,MILEPA,MILEPA
MILEPA,55206,KINAMBO,LUNDI
MILEPA,55206,KINAMBO,UNYELE
MILEPA,55206,KINAMBO,KANYALA
MILEPA,55206,KINAMBO,KINAMBO
MILEPA,55206,MAYENJE,CHIKOMA
MILEPA,55206,MAYENJE,KALEMBO
MILEPA,55206,MAYENJE,NSONGOLE
MILEPA,55206,KISA,KALOLE
MILEPA,55206,KISA,MISUFINI
MILEPA,55206,KISA,KISULO
MILEPA,55206,KISA,MASISI
MILEPA,55206,KISA,KISA
MILEPA,55206,KISA,NGALA
MILEPA,55206,TALANDA,KAKOMA
MILEPA,55206,TALANDA,NAMATEMBA
MILEPA,55206,MSIA,NZOVWE
MILEPA,55206,MSIA,KALELELYA
MILEPA,55206,MSIA,NTAPI
MILEPA,55206,MSIA,NINGA
MTOWISA,55207,MTOWISA A,MTOWISA A
MTOWISA,55207,MTOWISA A,ICHESE
MTOWISA,55207,MTOWISA A,MTOWISA KATI
MTOWISA,55207,MTOWISA A,DODOMA
MTOWISA,55207,MTOWISA A,KATAMBALA
MTOWISA,55207,SONTAUKIA,MAJENGO
MTOWISA,55207,SONTAUKIA,KATINDI
MTOWISA,55207,SONTAUKIA,KICHANGANI
MTOWISA,55207,SONTAUKIA,SONTAUKIA
MTOWISA,55207,MTOWISA B,RANCHI
MTOWISA,55207,MTOWISA B,MADUKANI
MTOWISA,55207,MTOWISA B,ILOLESHA
MTOWISA,55207,MTOWISA B,MTETEZI
MTOWISA,55207,MTOWISA B,ILEMELA
MTOWISA,55207,MTOWISA B,NAMALAWI
MTOWISA,55207,MTOWISA B,KATANDALA
MTOWISA,55207,MTOWISA B,MWELA
MTOWISA,55207,NG'ONGO,MWANGA
MTOWISA,55207,NG'ONGO,LWIZI
MTOWISA,55207,NG'ONGO,NG'ONGO
MTOWISA,55207,KIFINGA,KIFINGA
MTOWISA,55207,KIFINGA,KAKOA
MTOWISA,55207,KIFINGA,KASISI
MTOWISA,55207,KIFINGA,MTUKULA
MTOWISA,55207,MKAMBA,SOFWA
MTOWISA,55207,MKAMBA,CHANDA
MTOWISA,55207,MKAMBA,MUNDWE
MTOWISA,55207,MKAMBA,MTETEZE
MTOWISA,55207,MKAMBA,KALOLE
MTOWISA,55207,MKAMBA,MWANGA
MTOWISA,55207,MKAMBA,KISITU
MTOWISA,55207,MKAMBA,MBUYUNI
MTOWISA,55207,MKAMBA,KINDUMBA
MTOWISA,55207,MKAMBA,MTIRI
MTOWISA,55207,MKAMBA,KALOLENI
MUZE,55208,MUZE,MAJENGO
MUZE,55208,MUZE,UKANDA WA ZIWA A
MUZE,55208,MUZE,NAOMBA
MUZE,55208,MUZE,MUZE
MUZE,55208,UZIA,ILAMBILA
MUZE,55208,UZIA,MKANYAGENI
MUZE,55208,MBWILO,MISUNKUMILO
MUZE,55208,MBWILO,TYULA
MUZE,55208,KIZUNGU,MAMBA
MUZE,55208,KIZUNGU,KANDALE
MUZE,55208,KIZUNGU,MAKUTANO
MUZE,55208,KIZUNGU,MAJENGO
MUZE,55208,ILANGA,ILANGA
MUZE,55208,ILANGA,MTAKUJA
MUZE,55208,ILANGA,MASATUSE
MUZE,55208,KALAKALA,UKANDA WA ZIWA B
MUZE,55208,KALAKALA,MKAMANYE
MUZE,55208,KALAKALA,KAPILIKA
MUZE,55208,ISANGWA,KANWANKONKO
MUZE,55208,ISANGWA,MAPOKO
MUZE,55208,ISANGWA,NDEPUKE
MUZE,55208,ISANGWA,KAMOKO
LUSAKA,55209,LUSAKA,KAMUWA
LUSAKA,55209,LUSAKA,CHOKOMA
LUSAKA,55209,LUSAKA,KAWALA
LUSAKA,55209,LOWE,MSUNDA
LUSAKA,55209,LOWE,MZIMULA
LUSAKA,55209,LOWE,MWAYA
LUSAKA,55209,LOWE,MSUNDA
LUSAKA,55209,LOWE,LYANINGA
LUSAKA,55209,KIZUMBI,KOMBA
LUSAKA,55209,KIZUMBI,MAKALA
LUSAKA,55209,KIZUMBI,NGOMENI
LUSAKA,55209,KIZUMBI,KIYALE
LUSAKA,55209,KIZUMBI,CHOLWA
LUSAKA,55209,MPEMBANO,KENYA
LUSAKA,55209,MPEMBANO,MSUZU
LUSAKA,55209,MPEMBANO,TUPA
LUSAKA,55209,MPEMBANO,NAKASOWA
LUSAKA,55209,MPEMBANO,NTAWA
LUSAKA,55209,MPEMBANO,MPEMBENO
LUSAKA,55209,MPEMBANO,MBALAMWENE
LUSAKA,55209,MPEMBANO,CHAMBA
LUSAKA,55209,MPEMBANO,IZUMA
LUSAKA,55209,MPEMBANO,PASILE
LUSAKA,55209,MPEMBANO,NSELELO
LUSAKA,55209,MPEMBANO,MKULUKULU
LUSAKA,55209,MPEMBANO,MAJENGO
KIPETA,55210,KIPETA,KIPETA KATI
KIPETA,55210,KIPETA,MMUYU
KIPETA,55210,KIPETA,NG’ONGO
KIPETA,55210,KIPETA,KANYALA
KIPETA,55210,KIPETA,NGOLA
KIPETA,55210,KIPETA,KITUKU KATI
KIPETA,55210,KILYAMATUNDU,KILYAMATUNDU
KIPETA,55210,KILYAMATUNDU,LUPANGA
KIPETA,55210,KILYAMATUNDU,TEWETE
KIPETA,55210,KILYAMATUNDU,MAJENGO
KIPETA,55210,KILYAMATUNDU,KATI
KIPETA,55210,LEGEZA,SENGA
KIPETA,55210,LEGEZA,NAUCHESE
KIPETA,55210,MPONA,CHAMWANA
KIPETA,55210,MPONA,NAMASHETE
KIPETA,55210,MPONA,MBAYA
KIPETA,55210,MPONA,MAGOMA
KIPETA,55210,KIRANDO,LUDEWA
KIPETA,55210,KIRANDO,NAMAVYONGA
KAOZE,55211,KAOZE,NANZOVU
KAOZE,55211,KAOZE,CHIKULWE
KAOZE,55211,KAOZE,MSAWIZI
KAOZE,55211,KAOZE,NSAVYA
KAOZE,55211,KAOZE,MPILIMA
KAOZE,55211,TULULU,CHANG’OMBE
KAOZE,55211,TULULU,MSANGANA
KAOZE,55211,TULULU,TULULU
KAOZE,55211,CHOMBE,KIPALA
KAOZE,55211,CHOMBE,CHIPA
KAOZE,55211,CHOMBE,KALAMBO
KAOZE,55211,CHOMBE,MWITU
KAOZE,55211,CHOMBE,MTAPENDA
KAOZE,55211,CHOMBE,CHOMBE
KAOZE,55211,KIANDAIGONDA,KIANDAIGONDA A
KAOZE,55211,KIANDAIGONDA,KIANDAIGONDA B
KAOZE,55211,KIANDAIGONDA,CHITE A
KAOZE,55211,KIANDAIGONDA,CHITE B
KAOZE,55211,KIANDAIGONDA,CHANG'OMBE A
KAOZE,55211,KIANDAIGONDA,CHANG'OMBE B
KAOZE,55211,KIANDAIGONDA,CHAMENJE
KAOZE,55211,KIANDAIGONDA,KASUNGU
KAOZE,55211,KIANDAIGONDA,KIKULWE
KAOZE,55211,KIANDAIGONDA,MSOPA
KAOZE,55211,KIANDAIGONDA,MPASAJI
KAOZE,55211,KIANDAIGONDA,KIZULE
MIANGALUA,55212,MIANGALUA,IZOMO
MIANGALUA,55212,MIANGALUA,MATIMBA
MIANGALUA,55212,MIANGALUA,KAFULAMKOWE
MIANGALUA,55212,MIANGALUA,KATI
MIANGALUA,55212,MIANGALUA,MIANGALUA
MIANGALUA,55212,TUNKO,CHITINDI
MIANGALUA,55212,TUNKO,MPALALA
MIANGALUA,55212,TUNKO,TUNKO
MIANGALUA,55212,TUNKO,CHITOWA
MIANGALUA,55212,MOVU,NANSAMA
MIANGALUA,55212,MOVU,NTENDO
MIANGALUA,55212,MOVU,ITUKULA
MIANGALUA,55212,MKOWE,NANSAMA
MIANGALUA,55212,MKOWE,NTENDO
MIANGALUA,55212,MKOWE,ITUKULA
MIANGALUA,55212,MKOWE,MOVU
MIANGALUA,55212,MKOWE,ISANGO
MIANGALUA,55212,KAVIFUTI,MIANGA
MIANGALUA,55212,KAVIFUTI,CHAFUMA
